question_id,method,mrr,hit_rate,latency_ms,recall@1,precision@1,ndcg@1,recall@3,precision@3,ndcg@3,recall@5,precision@5,ndcg@5,recall@10,precision@10,ndcg@10,failure_type
q_0196,hybrid,1.0,1.0,0.2094579995173262,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0197,hybrid,0.5,1.0,0.2434150001136004,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0198,hybrid,1.0,1.0,0.200350999875809,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0200,hybrid,1.0,1.0,0.243106999732845,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0201,hybrid,0.5,1.0,0.2574150003056275,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0202,hybrid,0.25,1.0,0.2050590001090313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.430676558073393,1.0,0.1,0.430676558073393,PASS
q_0203,hybrid,0.5,1.0,0.2126119998138165,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0204,hybrid,0.125,1.0,0.1995969996642088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3154648767857287,RERANKING_FAILURE
q_0206,hybrid,1.0,1.0,0.1829469993026578,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0207,hybrid,1.0,1.0,0.3051310004593688,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0208,hybrid,0.5,1.0,0.2420939999865368,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0210,hybrid,0.5,1.0,0.2474210004947963,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0211,hybrid,1.0,1.0,0.2344570002605905,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0212,hybrid,0.1428571428571428,1.0,0.2040749996012891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3333333333333333,RERANKING_FAILURE
q_0213,hybrid,1.0,1.0,0.2108549997501541,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0214,hybrid,0.1111111111111111,1.0,0.1968779997696401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3010299956639812,RERANKING_FAILURE
q_0216,hybrid,1.0,1.0,0.1825429999371408,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0217,hybrid,0.3333333333333333,1.0,0.2547629992477596,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.2,0.5,1.0,0.1,0.5,PASS
q_0218,hybrid,1.0,1.0,0.2323089993296889,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0220,hybrid,1.0,1.0,0.2421460003461106,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0221,hybrid,0.25,1.0,0.2188039998145541,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.430676558073393,1.0,0.1,0.430676558073393,PASS
q_0222,hybrid,0.125,1.0,0.2230730005976511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3154648767857287,RERANKING_FAILURE
q_0223,hybrid,1.0,1.0,0.2098309996654279,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0224,hybrid,0.1,1.0,0.1982980002139811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.2890648263178879,RERANKING_FAILURE
q_0226,hybrid,1.0,1.0,0.1810559997466043,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0227,hybrid,1.0,1.0,0.252808999903209,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0228,hybrid,0.5,1.0,0.6848449993412942,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0230,hybrid,0.25,1.0,0.2806849997796234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.430676558073393,1.0,0.1,0.430676558073393,PASS
q_0231,hybrid,1.0,1.0,0.2478119995430461,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0232,hybrid,0.1111111111111111,1.0,0.2303669998582336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3010299956639812,RERANKING_FAILURE
q_0233,hybrid,1.0,1.0,0.214869999581424,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0234,hybrid,0.25,1.0,0.2293990000907797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.430676558073393,1.0,0.1,0.430676558073393,PASS
q_0236,hybrid,1.0,1.0,0.1835439998103538,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0237,hybrid,1.0,1.0,0.2515839996704017,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0238,hybrid,1.0,1.0,0.1998350007852423,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0240,hybrid,1.0,1.0,0.3971759997511981,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0241,hybrid,1.0,1.0,0.221111000428209,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0242,hybrid,0.1,1.0,0.234459999774117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.2890648263178879,RERANKING_FAILURE
q_0243,hybrid,1.0,1.0,0.25821300005191,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0244,hybrid,1.0,1.0,0.3312049993837718,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0246,hybrid,1.0,1.0,0.1917879999382421,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0247,hybrid,1.0,1.0,0.2321559995834832,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0248,hybrid,1.0,1.0,0.2534380000724923,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0250,hybrid,1.0,1.0,0.2114660001097945,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0251,hybrid,1.0,1.0,0.2119310001944541,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0252,hybrid,1.0,1.0,0.196824999875389,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0253,hybrid,1.0,1.0,0.3015940001205308,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0254,hybrid,0.3333333333333333,1.0,0.2368010000282083,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.2,0.5,1.0,0.1,0.5,PASS
q_0256,hybrid,1.0,1.0,0.1887160005935584,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0257,hybrid,1.0,1.0,0.3876579994539497,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0258,hybrid,1.0,1.0,0.2269409997097682,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0260,hybrid,1.0,1.0,0.214347999644815,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0261,hybrid,1.0,1.0,0.2100470001096255,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0262,hybrid,0.3333333333333333,1.0,0.2434549996905843,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.2,0.5,1.0,0.1,0.5,PASS
q_0263,hybrid,1.0,1.0,0.2302699995198054,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0264,hybrid,0.5,1.0,0.243514999965555,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0266,hybrid,0.5,1.0,0.1919380001709214,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0267,hybrid,0.5,1.0,0.2643159996296162,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0268,hybrid,1.0,1.0,0.4399649997139931,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0270,hybrid,1.0,1.0,0.2635999999256455,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0271,hybrid,1.0,1.0,0.2694840004551224,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0272,hybrid,0.2,1.0,0.2340440005355049,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.3868528072345416,1.0,0.1,0.3868528072345416,PASS
q_0273,hybrid,1.0,1.0,0.2107729997078422,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0274,hybrid,0.1428571428571428,1.0,0.1999719997911597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3333333333333333,RERANKING_FAILURE
q_0276,hybrid,1.0,1.0,0.3475599996818346,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0277,hybrid,0.5,1.0,0.2466099995217519,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0278,hybrid,1.0,1.0,0.2016819998971186,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0280,hybrid,1.0,1.0,0.2808899998854031,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0281,hybrid,1.0,1.0,0.251235000177985,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0282,hybrid,0.25,1.0,0.2718890000323881,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.430676558073393,1.0,0.1,0.430676558073393,PASS
q_0283,hybrid,1.0,1.0,0.2151710004909546,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0284,hybrid,0.1666666666666666,1.0,0.2276100003655301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3562071871080222,RERANKING_FAILURE
q_0286,hybrid,1.0,1.0,0.1832650004871538,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0287,hybrid,0.5,1.0,0.2565820004747365,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0288,hybrid,1.0,1.0,0.2054400001725298,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0290,hybrid,1.0,1.0,0.2604870005598059,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0291,hybrid,0.5,1.0,0.2117180001732777,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0292,hybrid,0.25,1.0,0.1969980003195814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.430676558073393,1.0,0.1,0.430676558073393,PASS
q_0293,hybrid,0.5,1.0,0.381353000193485,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0294,hybrid,0.125,1.0,0.2995149998241686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3154648767857287,RERANKING_FAILURE
q_0296,hybrid,1.0,1.0,0.1910549999593058,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0297,hybrid,1.0,1.0,0.2287759998580441,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0298,hybrid,0.5,1.0,0.2769479997368762,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
