id,tool_selection_accuracy,tool_precision,tool_recall,tool_f1,argument_accuracy,task_success,unnecessary_tool_call_rate,num_calls,latency_ms
CASE00303,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.8932300003580167
CASE00304,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.2756640002844506
CASE00305,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0.9967670002879458
CASE00306,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.388520999578759
CASE00307,0.0,1.0,0.5,0.6666666666666666,0.5,0.0,0.0,1,3.554586000063864
CASE00308,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,4.387889000099676
CASE00309,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,34.86519000034605
CASE00310,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,9.920124000018404
CASE00311,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,1,13.744978000431729
CASE00312,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.8517899996149936
CASE00313,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.0110340001338045
CASE00314,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0522120001041912
CASE00315,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.801642999453179
CASE00316,1.0,1.0,1.0,1.0,0.9090909090909091,0.0,0.0,2,4.101836000700132
CASE00317,1.0,1.0,1.0,1.0,0.875,0.0,0.0,2,1.9084809991909424
CASE00318,0.0,0.6,1.0,0.7499999999999999,1.0,0.0,0.4,5,7.28454199997941
CASE00319,1.0,1.0,1.0,1.0,0.9,0.0,0.0,3,3.3182320003106724
CASE00320,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,8.06735599962849
CASE00321,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.0169809997460106
CASE00322,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,14.191168000252219
CASE00323,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.173273999687808
CASE00324,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0005690000980394
CASE00325,1.0,1.0,1.0,1.0,0.875,0.0,0.0,2,1.7460049994042492
CASE00326,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.0651980001057382
CASE00327,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.9541659998576506
CASE00328,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,7.273684999745456
CASE00329,1.0,1.0,1.0,1.0,0.9230769230769231,0.0,0.0,3,15.985362999344943
CASE00330,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4.339314000390004
CASE00331,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.7830730005007354
CASE00332,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.4659480002592318
CASE00333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,11.245970999880228
CASE00334,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1,1.0392670001238002
CASE00335,0.0,1.0,0.5,0.6666666666666666,0.2,0.0,0.0,1,1.205735000439745
CASE00336,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,0.3333333333333333,3,3.9401539997925283
CASE00337,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.316834999670391
CASE00338,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,4.181921999588667
CASE00339,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,5.742056000599405
CASE00340,1.0,1.0,1.0,1.0,0.9375,0.0,0.0,4,6.927422999979171
CASE00341,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,2.68848900032026
CASE00342,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,25.261589999900025
CASE00343,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.5955099992861506
CASE00344,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.026893999958702
CASE00345,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,5.617498999527015
CASE00346,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.8146790002429043
CASE00347,0.0,1.0,0.5,0.6666666666666666,0.42857142857142855,0.0,0.0,1,1.3563559996327967
CASE00348,1.0,1.0,1.0,1.0,0.8666666666666667,0.0,0.0,3,11.208241000531416
CASE00349,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,3,7.844101999580744
CASE00350,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4.001419000815076
CASE00351,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.1242260006838478
CASE00352,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.9502200000497396
CASE00353,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,9.940863999872818
CASE00354,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,14.2798410006435
CASE00355,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,5.806610000036017
CASE00356,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,4.405034000228625
CASE00357,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,0.3333333333333333,3,5.67038400004094
CASE00358,1.0,1.0,1.0,1.0,0.9090909090909091,0.0,0.0,3,2.176447000238113
CASE00359,0.0,1.0,0.6666666666666666,0.8,0.42857142857142855,0.0,0.0,2,1.2705990002359613
CASE00360,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,3.6344950003694976
CASE00361,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.9773129999739467
CASE00362,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.6653069999156287
CASE00363,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,1,3.6028329996042885
CASE00364,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.876415000173438
CASE00365,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,2.3082249999788473
CASE00366,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,2,3.1217169998853933
CASE00367,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.2709960001302534
CASE00368,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,6.728624000061245
CASE00369,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,3,3.4588959997563506
CASE00370,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,2.273822000461223
CASE00371,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,12.956042999576312
CASE00372,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.7774610003252747
CASE00373,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.8366879992536269
CASE00374,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,25.78635400004714
CASE00375,1.0,1.0,1.0,1.0,0.75,0.0,0.0,2,1.7489000001660315
CASE00376,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.1863680001624743
CASE00377,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,6.3599710001653875
CASE00378,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,6.456793999859656
CASE00379,1.0,1.0,1.0,1.0,0.8888888888888888,0.0,0.0,3,2.39726099971449
CASE00380,1.0,1.0,1.0,1.0,0.8235294117647058,0.0,0.0,4,9.040353000273171
CASE00381,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,22.25993699994433
CASE00382,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0436960001243278
CASE00383,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,14.274371000283281
CASE00384,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0307169995940058
CASE00385,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,30.379503999938606
CASE00386,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.127226999415143
CASE00387,1.0,1.0,1.0,1.0,0.875,0.0,0.0,2,12.138891999711632
CASE00388,1.0,1.0,1.0,1.0,0.9166666666666666,0.0,0.0,3,8.414328999606369
CASE00389,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,1.4919180002834764
CASE00390,1.0,1.0,1.0,1.0,0.9444444444444444,0.0,0.0,4,9.564655999383831
CASE00391,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0923339996224968
CASE00392,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,12.553395999930217
CASE00393,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0432829994897475
CASE00394,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.4444589998893207
CASE00395,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,2.1759169994766125
CASE00396,1.0,1.0,1.0,1.0,0.9090909090909091,0.0,0.0,2,6.771024999579822
CASE00397,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.765065000654431
CASE00398,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,2.7809050006908365
CASE00399,1.0,1.0,1.0,1.0,0.9333333333333333,0.0,0.0,3,14.3467440002496
CASE00400,0.0,0.8,1.0,0.888888888888889,1.0,0.0,0.2,5,9.507429999757733
CASE00401,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,2.5054999996427796
CASE00402,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.201801999945019
CASE00403,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.8962160000010044
CASE00404,0.0,0.5,1.0,0.6666666666666666,1.0,0.0,0.5,2,8.141792000060377
CASE00405,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.1141439999846625
CASE00406,1.0,1.0,1.0,1.0,0.875,0.0,0.0,2,12.424408999322623
CASE00407,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,0.3333333333333333,3,3.310817999590654
CASE00408,1.0,1.0,1.0,1.0,0.9166666666666666,0.0,0.0,3,8.7838429999465
CASE00409,1.0,1.0,1.0,1.0,0.8181818181818182,0.0,0.0,3,13.900427000407944
CASE00410,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,3.62532100007229
CASE00411,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.9598049991836888
CASE00412,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.31035900014831
CASE00413,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0616429999572574
CASE00414,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.6141099997403217
CASE00415,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,13.020172000324237
CASE00416,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.4321579996685614
CASE00417,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,10.385968999798934
CASE00418,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,7.147555000301509
CASE00419,1.0,1.0,1.0,1.0,0.7692307692307693,0.0,0.0,3,12.825434000660607
CASE00420,1.0,1.0,1.0,1.0,0.875,0.0,0.0,4,12.492407000536332
CASE00421,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.4655140003014822
CASE00422,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1,0.9862719998636749
CASE00423,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,13.23581200085755
CASE00424,0.0,0.5,1.0,0.6666666666666666,1.0,0.0,0.5,2,7.847527999729209
CASE00425,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,2,27.897918000235222
CASE00426,1.0,1.0,1.0,1.0,0.875,0.0,0.0,2,2.4188569996113074
CASE00427,1.0,1.0,1.0,1.0,0.8571428571428571,0.0,0.0,2,3.7815609994140686
CASE00428,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,3,3.775320000386273
CASE00429,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,3,4.340812999544141
CASE00430,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,5.192427000110911
CASE00431,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.120461000027717
CASE00432,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0651920001691906
CASE00433,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,7.607283000652387
CASE00434,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,4.402010000376322
CASE00435,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,0.3333333333333333,3,5.497578999893449
CASE00436,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.4137859998299973
CASE00437,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.817054000137432
CASE00438,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,3.3952349995161057
CASE00439,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,10.280049999892071
CASE00440,1.0,1.0,1.0,1.0,0.9285714285714286,0.0,0.0,4,8.819324999421951
CASE00441,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.6929359999267035
CASE00442,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0458880005899118
CASE00443,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,1,3.5334559997863835
CASE00444,0.0,0.5,1.0,0.6666666666666666,1.0,0.0,0.5,2,7.538809999459772
CASE00445,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0.9549000005790731
CASE00446,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,5.108585999550996
CASE00447,1.0,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,2,5.040672999712115
CASE00448,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,3.485019999970973
CASE00449,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,2.261540999825229
CASE00450,0.0,0.8,1.0,0.888888888888889,0.8571428571428571,0.0,0.2,5,13.149368000085815
CASE00451,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,6.2373000000661705
CASE00452,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.8697990006112377
CASE00453,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,2.95912399997178
CASE00454,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.0944919999456033
CASE00455,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.336274000503181
CASE00456,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,4.105598999558424
CASE00457,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.7033239996162592
CASE00458,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,5.328479000127118
CASE00459,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,3.2090290005726274
CASE00460,1.0,1.0,1.0,1.0,0.9230769230769231,0.0,0.0,4,4.090166000423778
CASE00461,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.2209290000319015
CASE00462,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.1132669997095945
CASE00463,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.8839189995342167
CASE00464,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.257453000311216
CASE00465,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,6.295446999502019
CASE00466,0.0,0.25,0.5,0.3333333333333333,0.625,0.0,0.75,4,3.7108629994691
CASE00467,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,2.2058869999455055
CASE00468,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,2.478614999745332
CASE00469,1.0,1.0,1.0,1.0,0.8,0.0,0.0,3,9.879352999632829
CASE00470,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,5.257355000139796
CASE00471,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.16507399980037
CASE00472,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.7773160004944657
CASE00473,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.8390920002057101
CASE00474,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.6793229997347225
CASE00475,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.3874089995151735
CASE00476,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.2510510005085962
CASE00477,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.3010330003453419
CASE00478,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,4.705585000010615
CASE00479,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,3.067179000026954
CASE00480,1.0,1.0,1.0,1.0,0.8571428571428571,0.0,0.0,4,8.589297000071383
CASE00481,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,11.563324999769975
CASE00482,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0903860002144938
CASE00483,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0698969999793917
CASE00484,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,11.647127000287583
CASE00485,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,6.082627999603574
CASE00486,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,5.8124489996771445
CASE00487,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,0.3333333333333333,3,5.4315180004778085
CASE00488,1.0,1.0,1.0,1.0,0.9230769230769231,0.0,0.0,3,8.952184999543533
CASE00489,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,3.387858000678534
CASE00490,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,6.997071999649052
CASE00491,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.2847689999471186
CASE00492,0.0,0.5,1.0,0.6666666666666666,1.0,0.0,0.5,2,5.914889999985462
CASE00493,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.293919999829086
CASE00494,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1,0.9227829996234505
CASE00495,0.0,1.0,0.5,0.6666666666666666,0.2,0.0,0.0,1,1.2419420008882298
CASE00496,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.2142410000233212
CASE00497,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.1662599994888296
CASE00498,0.0,0.75,1.0,0.8571428571428571,1.0,0.0,0.25,4,8.82182500026829
CASE00499,0.0,1.0,0.6666666666666666,0.8,0.6,0.0,0.0,2,8.847069000694319
CASE00500,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,0.3333333333333333,6,7.09275000008347
