poi_id,city,country,name,category,rating,estimated_visit_hours,ticket_eur,indoor,family_friendly,wheelchair_accessible,recommended_duration
P0111254,Brussels,Belgium,Velvet Station Church of Craft and Graphic Arts,church,4.7,2.0,4,1,1,1,full_day
P0111255,Brussels,Belgium,East West Station Aviation Neighborhood,neighborhood,4.3,2.5,6,0,1,1,quick
P0111256,Brussels,Belgium,Zephyr Station Graphic Arts Castle in University Quarter,castle,3.9,3.0,8,0,1,1,half_day
P0111257,Brussels,Belgium,Alder Vista Science Museum of Astronomy,science_museum,3.5,3.5,10,1,0,0,half_day
P0111258,Brussels,Belgium,Graphic Arts & Graphic Arts Zoo at Ash Vista,zoo,4.8,4.0,12,0,1,1,full_day
P0111259,Brussels,Belgium,Garden District Birch Vista Aquarium: Engineering,aquarium,4.4,4.5,15,1,1,1,quick
P0111260,Brussels,Belgium,Upper Science Botanical Garden — Briar Vista,botanical_garden,4.0,5.0,18,0,1,1,half_day
P0111261,Brussels,Belgium,Ceramics Museum at Brook Vista,museum,3.6,0.5,22,1,1,1,half_day
P0111262,Brussels,Belgium,Cedar Vista Landmark of Technology and Graphic Arts,landmark,4.9,1.0,25,0,0,1,full_day
P0111263,Brussels,Belgium,Green Clover Vista Migration Park,park,4.5,1.5,30,0,1,0,quick
P0111264,Brussels,Belgium,Copper Vista Graphic Arts Market in Station Quarter,market,4.1,2.0,35,0,1,1,half_day
P0111265,Brussels,Belgium,Elm Vista Gallery of City Memory,gallery,3.7,2.5,40,1,1,1,half_day
P0111266,Brussels,Belgium,Decorative Arts & Graphic Arts Historic Site at Fern Vista,historic_site,5.0,3.0,0,0,1,1,full_day
P0111267,Brussels,Belgium,Old Town Flint Vista Viewpoint: Railway,viewpoint,4.6,3.5,0,0,0,1,quick
P0111268,Brussels,Belgium,Garden Textiles Food Hall — Garnet Vista,food_hall,4.2,4.0,0,1,1,1,half_day
P0111269,Brussels,Belgium,Typography Church at Hazel Vista,church,3.8,4.5,4,1,1,0,half_day
P0111270,Brussels,Belgium,Iris Vista Neighborhood of Cinema and Graphic Arts,neighborhood,3.4,5.0,6,0,1,1,full_day
P0111271,Brussels,Belgium,Market Juniper Vista Postal History Castle,castle,4.7,0.5,8,0,1,1,quick
P0111272,Brussels,Belgium,Larch Vista Graphic Arts Science Museum in Museum Quarter,science_museum,4.3,1.0,10,1,0,1,half_day
P0111273,Brussels,Belgium,Laurel Vista Zoo of Modern Art,zoo,3.9,1.5,12,0,1,1,half_day
P0111274,Brussels,Belgium,Maritime & Natural History Aquarium at Linden Vista,aquarium,3.5,2.0,15,1,1,1,full_day
P0111275,Brussels,Belgium,University Quarter Maple Vista Botanical Garden: Local Life,botanical_garden,4.8,2.5,18,0,1,0,quick
P0111276,Brussels,Belgium,Old Riverside Museum — Moss Vista,museum,4.4,3.0,22,1,1,1,half_day
P0111277,Brussels,Belgium,Food Heritage Landmark at Oak Vista,landmark,4.0,3.5,25,0,0,1,half_day
P0111278,Brussels,Belgium,Olive Vista Park of Performing Arts and Natural History,park,3.6,4.0,30,0,1,1,full_day
P0111279,Brussels,Belgium,South Orchid Vista Cartography Market,market,4.9,4.5,35,0,1,1,quick
P0111280,Brussels,Belgium,Pearl Vista Natural History Gallery in Harbour,gallery,4.5,5.0,40,1,1,1,half_day
P0111281,Brussels,Belgium,Pine Vista Historic Site of Architecture,historic_site,4.1,0.5,0,0,1,0,half_day
P0111282,Brussels,Belgium,Industrial Heritage & Natural History Viewpoint at Plum Vista,viewpoint,3.7,1.0,0,0,0,1,full_day
P0111283,Brussels,Belgium,Station Quarter Reed Vista Food Hall: Botanical,food_hall,5.0,1.5,0,1,1,1,quick
P0111284,Brussels,Belgium,Riverside Innovation Church — Rose Vista,church,4.6,2.0,4,1,1,1,half_day
P0111285,Brussels,Belgium,Children's Discovery Neighborhood at Rowan Vista,neighborhood,4.2,2.5,6,0,1,1,half_day
P0111286,Brussels,Belgium,Sage Vista Castle of Printmaking and Natural History,castle,3.8,3.0,8,0,1,1,full_day
P0111287,Brussels,Belgium,Civic Silver Vista Natural History Science Museum,science_museum,3.4,3.5,10,1,0,0,quick
P0111288,Brussels,Belgium,Spruce Vista Natural History Zoo in Arts Quarter,zoo,4.7,4.0,12,0,1,1,half_day
P0111289,Brussels,Belgium,Stone Vista Aquarium of Contemporary Culture,aquarium,4.3,4.5,15,1,1,1,half_day
P0111290,Brussels,Belgium,Urban Ecology & Natural History Botanical Garden at Thistle Vista,botanical_garden,3.9,5.0,18,0,1,1,full_day
P0111291,Brussels,Belgium,Riverside Violet Vista Museum: Public Art,museum,3.5,0.5,22,1,1,1,quick
P0111292,Brussels,Belgium,West Geology Landmark — Walnut Vista,landmark,4.8,1.0,25,0,0,1,half_day
P0111293,Brussels,Belgium,Ecology Park at Willow Vista,park,4.4,1.5,30,0,1,0,half_day
P0111294,Brussels,Belgium,Wren Vista Market of Design and Natural History,market,4.0,2.0,35,0,1,1,full_day
P0111295,Brussels,Belgium,East Amber Vista Literature Gallery,gallery,3.6,2.5,40,1,1,1,quick
P0111296,Brussels,Belgium,Aurora Vista Natural History Historic Site in Museum Quarter,historic_site,4.9,3.0,0,0,1,1,half_day
P0111297,Brussels,Belgium,Canvas Vista Viewpoint of Sculpture,viewpoint,4.5,3.5,0,0,0,1,half_day
P0111298,Brussels,Belgium,Transport & Natural History Food Hall at Cobalt Vista,food_hall,4.1,4.0,0,1,1,1,full_day
P0111299,Brussels,Belgium,University Quarter Coral Vista Church: Fashion,church,3.7,4.5,4,1,1,0,quick
P0111300,Brussels,Belgium,Lower Exploration Neighborhood — Dawn Vista,neighborhood,5.0,5.0,6,0,1,1,half_day
P0111301,Brussels,Belgium,Photography Castle at Ember Vista,castle,4.6,0.5,8,0,1,1,half_day
P0111302,Brussels,Belgium,Frost Vista Science Museum of Craft and Natural History,science_museum,4.2,1.0,10,1,0,1,full_day
P0111303,Brussels,Belgium,Upper Golden Vista Aviation Zoo,zoo,3.8,1.5,12,0,1,1,quick
P0111304,Brussels,Belgium,Harbour Vista Natural History Aquarium in Harbour,aquarium,3.4,2.0,15,1,1,1,half_day
P0111305,Brussels,Belgium,Indigo Vista Botanical Garden of Astronomy,botanical_garden,4.7,2.5,18,0,1,0,half_day
P0111306,Brussels,Belgium,Graphic Arts & Natural History Museum at Ivory Vista,museum,4.3,3.0,22,1,1,1,full_day
P0111307,Brussels,Belgium,Station Quarter Lantern Vista Landmark: Engineering,landmark,3.9,3.5,25,0,0,1,quick
P0111308,Brussels,Belgium,Canal Science Park — Marble Vista,park,3.5,4.0,30,0,1,1,half_day
P0111309,Brussels,Belgium,Ceramics Market at Meadow Vista,market,4.8,4.5,35,0,1,1,half_day
P0111310,Brussels,Belgium,Meridian Vista Gallery of Technology and Natural History,gallery,4.4,5.0,40,1,1,1,full_day
P0111311,Brussels,Belgium,Garden Moon Vista Migration Historic Site,historic_site,4.0,0.5,0,0,1,0,quick
P0111312,Brussels,Belgium,North Vista Natural History Viewpoint in Arts Quarter,viewpoint,3.6,1.0,0,0,0,1,half_day
P0111313,Brussels,Belgium,Opal Vista Food Hall of City Memory,food_hall,4.9,1.5,0,1,1,1,half_day
P0111314,Brussels,Belgium,Decorative Arts & Natural History Church at Raven Vista,church,4.5,2.0,4,1,1,1,full_day
P0111315,Brussels,Belgium,Riverside Saffron Vista Neighborhood: Railway,neighborhood,4.1,2.5,6,0,1,1,quick
P0111316,Brussels,Belgium,New Textiles Castle — Solstice Vista,castle,3.7,3.0,8,0,1,1,half_day
P0111317,Brussels,Belgium,Typography Science Museum at Sunrise Vista,science_museum,5.0,3.5,10,1,0,0,half_day
P0111318,Brussels,Belgium,Velvet Vista Zoo of Cinema and Natural History,zoo,4.6,4.0,12,0,1,1,full_day
P0111319,Brussels,Belgium,Old West Vista Postal History Aquarium,aquarium,4.2,4.5,15,1,1,1,quick
P0111320,Brussels,Belgium,Zephyr Vista Natural History Botanical Garden in Museum Quarter,botanical_garden,3.8,5.0,18,0,1,1,half_day
P0111321,Brussels,Belgium,Alder Way Museum of Modern Art,museum,3.4,0.5,22,1,1,1,half_day
P0111322,Brussels,Belgium,Maritime & Textiles Landmark at Ash Way,landmark,4.7,1.0,25,0,0,1,full_day
P0111323,Brussels,Belgium,University Quarter Birch Way Park: Local Life,park,4.3,1.5,30,0,1,0,quick
P0111324,Brussels,Belgium,Hilltop Riverside Market — Briar Way,market,3.9,2.0,35,0,1,1,half_day
P0111325,Brussels,Belgium,Food Heritage Gallery at Brook Way,gallery,3.5,2.5,40,1,1,1,half_day
P0111326,Brussels,Belgium,Cedar Way Historic Site of Performing Arts and Textiles,historic_site,4.8,3.0,0,0,1,1,full_day
P0111327,Brussels,Belgium,Riverside Clover Way Cartography Viewpoint,viewpoint,4.4,3.5,0,0,0,1,quick
P0111328,Brussels,Belgium,Copper Way Textiles Food Hall in City Centre,food_hall,4.0,4.0,0,1,1,1,half_day
P0111329,Brussels,Belgium,Elm Way Church of Architecture,church,3.6,4.5,4,1,1,0,half_day
P0111330,Brussels,Belgium,Industrial Heritage & Textiles Neighborhood at Fern Way,neighborhood,4.9,5.0,6,0,1,1,full_day
P0111331,Brussels,Belgium,Arts Quarter Flint Way Castle: Botanical,castle,4.5,0.5,8,0,1,1,quick
P0111332,Brussels,Belgium,Grand Innovation Science Museum — Garnet Way,science_museum,4.1,1.0,10,1,0,1,half_day
P0111333,Brussels,Belgium,Children's Discovery Zoo at Hazel Way,zoo,3.7,1.5,12,0,1,1,half_day
P0111334,Brussels,Belgium,Iris Way Aquarium of Printmaking and Textiles,aquarium,5.0,2.0,15,1,1,1,full_day
P0111335,Brussels,Belgium,West Juniper Way Natural History Botanical Garden,botanical_garden,4.6,2.5,18,0,1,0,quick
P0111336,Brussels,Belgium,Larch Way Textiles Museum in Canal Side,museum,4.2,3.0,22,1,1,1,half_day
P0111337,Brussels,Belgium,Laurel Way Landmark of Contemporary Culture,landmark,3.8,3.5,25,0,0,1,half_day
P0111338,Brussels,Belgium,Urban Ecology & Textiles Park at Linden Way,park,3.4,4.0,30,0,1,1,full_day
P0111339,Brussels,Belgium,Museum Quarter Maple Way Market: Public Art,market,4.7,4.5,35,0,1,1,quick
P0111340,Brussels,Belgium,Lower Geology Gallery — Moss Way,gallery,4.3,5.0,40,1,1,1,half_day
P0111341,Brussels,Belgium,Ecology Historic Site at Oak Way,historic_site,3.9,0.5,0,0,1,0,half_day
P0111342,Brussels,Belgium,Olive Way Viewpoint of Design and Textiles,viewpoint,3.5,1.0,0,0,0,1,full_day
P0111343,Brussels,Belgium,Upper Orchid Way Literature Food Hall,food_hall,4.8,1.5,0,1,1,1,quick
P0111344,Brussels,Belgium,Pearl Way Textiles Church in Market Quarter,church,4.4,2.0,4,1,1,1,half_day
P0111345,Brussels,Belgium,Pine Way Neighborhood of Sculpture,neighborhood,4.0,2.5,6,0,1,1,half_day
P0111346,Brussels,Belgium,Transport & Textiles Castle at Plum Way,castle,3.6,3.0,8,0,1,1,full_day
P0111347,Brussels,Belgium,Harbour Reed Way Science Museum: Fashion,science_museum,4.9,3.5,10,1,0,0,quick
P0111348,Brussels,Belgium,Canal Exploration Zoo — Rose Way,zoo,4.5,4.0,12,0,1,1,half_day
P0111349,Brussels,Belgium,Photography Aquarium at Rowan Way,aquarium,4.1,4.5,15,1,1,1,half_day
P0111350,Brussels,Belgium,Sage Way Botanical Garden of Craft and Textiles,botanical_garden,3.7,5.0,18,0,1,1,full_day
P0111351,Brussels,Belgium,Garden Silver Way Aviation Museum,museum,5.0,0.5,22,1,1,1,quick
P0111352,Brussels,Belgium,Spruce Way Textiles Landmark in City Centre,landmark,4.6,1.0,25,0,0,1,half_day
P0111353,Brussels,Belgium,Stone Way Park of Astronomy,park,4.2,1.5,30,0,1,0,half_day
P0111354,Brussels,Belgium,Graphic Arts & Textiles Market at Thistle Way,market,3.8,2.0,35,0,1,1,full_day
P0111355,Brussels,Belgium,Arts Quarter Violet Way Gallery: Engineering,gallery,3.4,2.5,40,1,1,1,quick
P0111356,Brussels,Belgium,New Science Historic Site — Walnut Way,historic_site,4.7,3.0,0,0,1,1,half_day
P0111357,Brussels,Belgium,Ceramics Viewpoint at Willow Way,viewpoint,4.3,3.5,0,0,0,1,half_day
P0111358,Brussels,Belgium,Wren Way Food Hall of Technology and Textiles,food_hall,3.9,4.0,0,1,1,1,full_day
P0111359,Brussels,Belgium,Old Amber Way Migration Church,church,3.5,4.5,4,1,1,0,quick
P0111360,Brussels,Belgium,Aurora Way Textiles Neighborhood in Canal Side,neighborhood,4.8,5.0,6,0,1,1,half_day
P0111361,Brussels,Belgium,Canvas Way Castle of City Memory,castle,4.4,0.5,8,0,1,1,half_day
P0111362,Brussels,Belgium,Decorative Arts & Textiles Science Museum at Cobalt Way,science_museum,4.0,1.0,10,1,0,1,full_day
P0111363,Brussels,Belgium,Museum Quarter Coral Way Zoo: Railway,zoo,3.6,1.5,12,0,1,1,quick
P0111364,Brussels,Belgium,Hilltop Textiles Aquarium — Dawn Way,aquarium,4.9,2.0,15,1,1,1,half_day
P0111365,Brussels,Belgium,Typography Botanical Garden at Ember Way,botanical_garden,4.5,2.5,18,0,1,0,half_day
P0111366,Brussels,Belgium,Frost Way Museum of Cinema and Textiles,museum,4.1,3.0,22,1,1,1,full_day
P0111367,Brussels,Belgium,Riverside Golden Way Postal History Landmark,landmark,3.7,3.5,25,0,0,1,quick
P0111368,Brussels,Belgium,Harbour Way Textiles Park in Market Quarter,park,5.0,4.0,30,0,1,1,half_day
P0111369,Brussels,Belgium,Indigo Way Market of Modern Art,market,4.6,4.5,35,0,1,1,half_day
P0111370,Brussels,Belgium,Maritime & Sculpture Gallery at Ivory Way,gallery,4.2,5.0,40,1,1,1,full_day
P0111371,Brussels,Belgium,Harbour Lantern Way Historic Site: Local Life,historic_site,3.8,0.5,0,0,1,0,quick
P0111372,Brussels,Belgium,Grand Riverside Viewpoint — Marble Way,viewpoint,3.4,1.0,0,0,0,1,half_day
P0111373,Brussels,Belgium,Food Heritage Food Hall at Meadow Way,food_hall,4.7,1.5,0,1,1,1,half_day
P0111374,Brussels,Belgium,Meridian Way Church of Performing Arts and Sculpture,church,4.3,2.0,4,1,1,1,full_day
P0111375,Brussels,Belgium,West Moon Way Cartography Neighborhood,neighborhood,3.9,2.5,6,0,1,1,quick
P0111376,Brussels,Belgium,North Way Sculpture Castle in City Centre,castle,3.5,3.0,8,0,1,1,half_day
P0111377,Brussels,Belgium,Opal Way Science Museum of Architecture,science_museum,4.8,3.5,10,1,0,0,half_day
P0111378,Brussels,Belgium,Industrial Heritage & Sculpture Zoo at Raven Way,zoo,4.4,4.0,12,0,1,1,full_day
P0111379,Brussels,Belgium,Canal Side Saffron Way Aquarium: Botanical,aquarium,4.0,4.5,15,1,1,1,quick
P0111380,Brussels,Belgium,Lower Innovation Botanical Garden — Solstice Way,botanical_garden,3.6,5.0,18,0,1,1,half_day
P0111381,Brussels,Belgium,Children's Discovery Museum at Sunrise Way,museum,4.9,0.5,22,1,1,1,half_day
P0111382,Brussels,Belgium,Velvet Way Landmark of Printmaking and Sculpture,landmark,4.5,1.0,25,0,0,1,full_day
P0111383,Brussels,Belgium,Upper West Way Natural History Park,park,4.1,1.5,30,0,1,0,quick
P0111384,Brussels,Belgium,Zephyr Way Sculpture Market in Old Town,market,3.7,2.0,35,0,1,1,half_day
P0111385,Brussels,Belgium,Alder Arcade Gallery of Contemporary Culture,gallery,5.0,2.5,40,1,1,1,half_day
P0111386,Brussels,Belgium,Urban Ecology & Sculpture Historic Site at Ash Arcade,historic_site,4.6,3.0,0,0,1,1,full_day
P0111387,Brussels,Belgium,Market Quarter Birch Arcade Viewpoint: Public Art,viewpoint,4.2,3.5,0,0,0,1,quick
P0111388,Brussels,Belgium,Canal Geology Food Hall — Briar Arcade,food_hall,3.8,4.0,0,1,1,1,half_day
P0111389,Brussels,Belgium,Ecology Church at Brook Arcade,church,3.4,4.5,4,1,1,0,half_day
P0111390,Brussels,Belgium,Cedar Arcade Neighborhood of Design and Sculpture,neighborhood,4.7,5.0,6,0,1,1,full_day
P0111391,Brussels,Belgium,Garden Clover Arcade Literature Castle,castle,4.3,0.5,8,0,1,1,quick
P0111392,Brussels,Belgium,Copper Arcade Sculpture Science Museum in Parkside,science_museum,3.9,1.0,10,1,0,1,half_day
P0111393,Brussels,Belgium,Elm Arcade Zoo of Sculpture,zoo,3.5,1.5,12,0,1,1,half_day
P0111394,Brussels,Belgium,Transport & Sculpture Aquarium at Fern Arcade,aquarium,4.8,2.0,15,1,1,1,full_day
P0111395,Brussels,Belgium,City Centre Flint Arcade Botanical Garden: Fashion,botanical_garden,4.4,2.5,18,0,1,0,quick
P0111396,Brussels,Belgium,Royal Exploration Museum — Garnet Arcade,museum,4.0,3.0,22,1,1,1,half_day
P0111397,Brussels,Belgium,Photography Landmark at Hazel Arcade,landmark,3.6,3.5,25,0,0,1,half_day
P0111398,Brussels,Belgium,Iris Arcade Park of Craft and Sculpture,park,4.9,4.0,30,0,1,1,full_day
P0111399,Brussels,Belgium,New Juniper Arcade Aviation Market,market,4.5,4.5,35,0,1,1,quick
P0111400,Brussels,Belgium,Larch Arcade Sculpture Gallery in Garden District,gallery,4.1,5.0,40,1,1,1,half_day
P0111401,Brussels,Belgium,Laurel Arcade Historic Site of Astronomy,historic_site,3.7,0.5,0,0,1,0,half_day
P0111402,Brussels,Belgium,Graphic Arts & Sculpture Viewpoint at Linden Arcade,viewpoint,5.0,1.0,0,0,0,1,full_day
P0111403,Brussels,Belgium,Canal Side Maple Arcade Food Hall: Engineering,food_hall,4.6,1.5,0,1,1,1,quick
P0111404,Brussels,Belgium,Central Science Church — Moss Arcade,church,4.2,2.0,4,1,1,1,half_day
P0111405,Brussels,Belgium,Ceramics Neighborhood at Oak Arcade,neighborhood,3.8,2.5,6,0,1,1,half_day
P0111406,Brussels,Belgium,Olive Arcade Castle of Technology and Sculpture,castle,3.4,3.0,8,0,1,1,full_day
P0111407,Brussels,Belgium,Hilltop Orchid Arcade Migration Science Museum,science_museum,4.7,3.5,10,1,0,0,quick
P0111408,Brussels,Belgium,Pearl Arcade Sculpture Zoo in Old Town,zoo,4.3,4.0,12,0,1,1,half_day
P0111409,Brussels,Belgium,Pine Arcade Aquarium of City Memory,aquarium,3.9,4.5,15,1,1,1,half_day
P0111410,Brussels,Belgium,Decorative Arts & Sculpture Botanical Garden at Plum Arcade,botanical_garden,3.5,5.0,18,0,1,1,full_day
P0111411,Brussels,Belgium,Market Quarter Reed Arcade Museum: Railway,museum,4.8,0.5,22,1,1,1,quick
P0111412,Brussels,Belgium,Hidden Textiles Landmark — Rose Arcade,landmark,4.4,1.0,25,0,0,1,half_day
P0111413,Brussels,Belgium,Typography Park at Rowan Arcade,park,4.0,1.5,30,0,1,0,half_day
P0111414,Brussels,Belgium,Sage Arcade Market of Cinema and Sculpture,market,3.6,2.0,35,0,1,1,full_day
P0111415,Brussels,Belgium,Grand Silver Arcade Postal History Gallery,gallery,4.9,2.5,40,1,1,1,quick
P0111416,Brussels,Belgium,Spruce Arcade Sculpture Historic Site in Parkside,historic_site,4.5,3.0,0,0,1,1,half_day
P0111417,Brussels,Belgium,Stone Arcade Viewpoint of Modern Art,viewpoint,4.1,3.5,0,0,0,1,half_day
P0111418,Brussels,Belgium,Maritime & Performing Arts Food Hall at Thistle Arcade,food_hall,3.7,4.0,0,1,1,1,full_day
P0111419,Brussels,Belgium,City Centre Violet Arcade Church: Local Life,church,5.0,4.5,4,1,1,0,quick
P0111420,Brussels,Belgium,Harbour Riverside Neighborhood — Walnut Arcade,neighborhood,4.6,5.0,6,0,1,1,half_day
P0111421,Brussels,Belgium,Food Heritage Castle at Willow Arcade,castle,4.2,0.5,8,0,1,1,half_day
P0111422,Brussels,Belgium,Wren Arcade Science Museum of Performing Arts and Performing Arts,science_museum,3.8,1.0,10,1,0,1,full_day
P0111423,Brussels,Belgium,Lower Amber Arcade Cartography Zoo,zoo,3.4,1.5,12,0,1,1,quick
P0111424,Brussels,Belgium,Aurora Arcade Performing Arts Aquarium in Garden District,aquarium,4.7,2.0,15,1,1,1,half_day
P0111425,Brussels,Belgium,Canvas Arcade Botanical Garden of Architecture,botanical_garden,4.3,2.5,18,0,1,0,half_day
P0111426,Brussels,Belgium,Industrial Heritage & Performing Arts Museum at Cobalt Arcade,museum,3.9,3.0,22,1,1,1,full_day
P0111427,Brussels,Belgium,Canal Side Coral Arcade Landmark: Botanical,landmark,3.5,3.5,25,0,0,1,quick
P0111428,Brussels,Belgium,North Innovation Park — Dawn Arcade,park,4.8,4.0,30,0,1,1,half_day
P0111429,Brussels,Belgium,Children's Discovery Market at Ember Arcade,market,4.4,4.5,35,0,1,1,half_day
P0111430,Brussels,Belgium,Frost Arcade Gallery of Printmaking and Performing Arts,gallery,4.0,5.0,40,1,1,1,full_day
P0111431,Brussels,Belgium,Canal Golden Arcade Natural History Historic Site,historic_site,3.6,0.5,0,0,1,0,quick
P0111432,Brussels,Belgium,Harbour Arcade Performing Arts Viewpoint in Riverside,viewpoint,4.9,1.0,0,0,0,1,half_day
P0111433,Brussels,Belgium,Indigo Arcade Food Hall of Contemporary Culture,food_hall,4.5,1.5,0,1,1,1,half_day
P0111434,Brussels,Belgium,Urban Ecology & Performing Arts Church at Ivory Arcade,church,4.1,2.0,4,1,1,1,full_day
P0111435,Brussels,Belgium,Parkside Lantern Arcade Neighborhood: Public Art,neighborhood,3.7,2.5,6,0,1,1,quick
P0111436,Brussels,Belgium,Royal Geology Castle — Marble Arcade,castle,5.0,3.0,8,0,1,1,half_day
P0111437,Brussels,Belgium,Ecology Science Museum at Meadow Arcade,science_museum,4.6,3.5,10,1,0,0,half_day
P0111438,Brussels,Belgium,Meridian Arcade Zoo of Design and Performing Arts,zoo,4.2,4.0,12,0,1,1,full_day
P0111439,Brussels,Belgium,New Moon Arcade Literature Aquarium,aquarium,3.8,4.5,15,1,1,1,quick
P0111440,Brussels,Belgium,North Arcade Performing Arts Botanical Garden in University Quarter,botanical_garden,3.4,5.0,18,0,1,1,half_day
P0111441,Brussels,Belgium,Opal Arcade Museum of Sculpture,museum,4.7,0.5,22,1,1,1,half_day
P0111442,Brussels,Belgium,Transport & Performing Arts Landmark at Raven Arcade,landmark,4.3,1.0,25,0,0,1,full_day
P0111443,Brussels,Belgium,Garden District Saffron Arcade Park: Fashion,park,3.9,1.5,30,0,1,0,quick
P0111444,Brussels,Belgium,Central Exploration Market — Solstice Arcade,market,3.5,2.0,35,0,1,1,half_day
P0111445,Brussels,Belgium,Photography Gallery at Sunrise Arcade,gallery,4.8,2.5,40,1,1,1,half_day
P0111446,Brussels,Belgium,Velvet Arcade Historic Site of Craft and Performing Arts,historic_site,4.4,3.0,0,0,1,1,full_day
P0111447,Brussels,Belgium,Hilltop West Arcade Aviation Viewpoint,viewpoint,4.0,3.5,0,0,0,1,quick
P0111448,Brussels,Belgium,Zephyr Arcade Performing Arts Food Hall in Station Quarter,food_hall,3.6,4.0,0,1,1,1,half_day
P0111449,Brussels,Belgium,Alder Arch Church of Astronomy,church,4.9,4.5,4,1,1,0,half_day
P0111450,Brussels,Belgium,Graphic Arts & Performing Arts Neighborhood at Ash Arch,neighborhood,4.5,5.0,6,0,1,1,full_day
P0111451,Brussels,Belgium,Old Town Birch Arch Castle: Engineering,castle,4.1,0.5,8,0,1,1,quick
P0111452,Brussels,Belgium,Hidden Science Science Museum — Briar Arch,science_museum,3.7,1.0,10,1,0,1,half_day
P0111453,Brussels,Belgium,Ceramics Zoo at Brook Arch,zoo,5.0,1.5,12,0,1,1,half_day
P0111454,Brussels,Belgium,Cedar Arch Aquarium of Technology and Performing Arts,aquarium,4.6,2.0,15,1,1,1,full_day
P0111455,Brussels,Belgium,Grand Clover Arch Migration Botanical Garden,botanical_garden,4.2,2.5,18,0,1,0,quick
P0111456,Brussels,Belgium,Copper Arch Performing Arts Museum in Riverside,museum,3.8,3.0,22,1,1,1,half_day
P0111457,Brussels,Belgium,Elm Arch Landmark of City Memory,landmark,3.4,3.5,25,0,0,1,half_day
P0111458,Brussels,Belgium,Decorative Arts & Performing Arts Park at Fern Arch,park,4.7,4.0,30,0,1,1,full_day
P0111459,Brussels,Belgium,Parkside Flint Arch Market: Railway,market,4.3,4.5,35,0,1,1,quick
P0111460,Brussels,Belgium,Harbour Textiles Gallery — Garnet Arch,gallery,3.9,5.0,40,1,1,1,half_day
P0111461,Brussels,Belgium,Typography Historic Site at Hazel Arch,historic_site,3.5,0.5,0,0,1,0,half_day
P0111462,Brussels,Belgium,Iris Arch Viewpoint of Cinema and Performing Arts,viewpoint,4.8,1.0,0,0,0,1,full_day
P0111463,Brussels,Belgium,Lower Juniper Arch Postal History Food Hall,food_hall,4.4,1.5,0,1,1,1,quick
P0111464,Brussels,Belgium,Larch Arch Performing Arts Church in University Quarter,church,4.0,2.0,4,1,1,1,half_day
P0111465,Brussels,Belgium,Laurel Arch Neighborhood of Modern Art,neighborhood,3.6,2.5,6,0,1,1,half_day
P0111466,Brussels,Belgium,Maritime & Engineering Castle at Linden Arch,castle,4.9,3.0,8,0,1,1,full_day
P0111467,Brussels,Belgium,Garden District Maple Arch Science Museum: Local Life,science_museum,4.5,3.5,10,1,0,0,quick
P0111468,Brussels,Belgium,North Riverside Zoo — Moss Arch,zoo,4.1,4.0,12,0,1,1,half_day
P0111469,Brussels,Belgium,Food Heritage Aquarium at Oak Arch,aquarium,3.7,4.5,15,1,1,1,half_day
P0111470,Brussels,Belgium,Olive Arch Botanical Garden of Performing Arts and Engineering,botanical_garden,5.0,5.0,18,0,1,1,full_day
P0111471,Brussels,Belgium,Canal Orchid Arch Cartography Museum,museum,4.6,0.5,22,1,1,1,quick
P0111472,Brussels,Belgium,Pearl Arch Engineering Landmark in Station Quarter,landmark,4.2,1.0,25,0,0,1,half_day
P0111473,Brussels,Belgium,Pine Arch Park of Architecture,park,3.8,1.5,30,0,1,0,half_day
P0111474,Brussels,Belgium,Industrial Heritage & Engineering Market at Plum Arch,market,3.4,2.0,35,0,1,1,full_day
P0111475,Brussels,Belgium,Old Town Reed Arch Gallery: Botanical,gallery,4.7,2.5,40,1,1,1,quick
P0111476,Brussels,Belgium,Royal Innovation Historic Site — Rose Arch,historic_site,4.3,3.0,0,0,1,1,half_day
P0111477,Brussels,Belgium,Children's Discovery Viewpoint at Rowan Arch,viewpoint,3.9,3.5,0,0,0,1,half_day
P0111478,Brussels,Belgium,Sage Arch Food Hall of Printmaking and Engineering,food_hall,3.5,4.0,0,1,1,1,full_day
P0111479,Brussels,Belgium,New Silver Arch Natural History Church,church,4.8,4.5,4,1,1,0,quick
P0111480,Brussels,Belgium,Spruce Arch Engineering Neighborhood in Riverside,neighborhood,4.4,5.0,6,0,1,1,half_day
P0111481,Brussels,Belgium,Stone Arch Castle of Contemporary Culture,castle,4.0,0.5,8,0,1,1,half_day
P0111482,Brussels,Belgium,Urban Ecology & Engineering Science Museum at Thistle Arch,science_museum,3.6,1.0,10,1,0,1,full_day
P0111483,Brussels,Belgium,Parkside Violet Arch Zoo: Public Art,zoo,4.9,1.5,12,0,1,1,quick
P0111484,Brussels,Belgium,Central Geology Aquarium — Walnut Arch,aquarium,4.5,2.0,15,1,1,1,half_day
P0111485,Brussels,Belgium,Ecology Botanical Garden at Willow Arch,botanical_garden,4.1,2.5,18,0,1,0,half_day
P0111486,Brussels,Belgium,Wren Arch Museum of Design and Engineering,museum,3.7,3.0,22,1,1,1,full_day
P0111487,Brussels,Belgium,Hilltop Amber Arch Literature Landmark,landmark,5.0,3.5,25,0,0,1,quick
P0111488,Brussels,Belgium,Aurora Arch Engineering Park in Harbour,park,4.6,4.0,30,0,1,1,half_day
