restaurant_id,city,country,name,cuisine,rating,price_level,avg_meal_eur,vegetarian_options,vegan_options,reservation_recommended,family_friendly,area
R0041140,Berlin,Germany,Spoon House by Open · Berlin,asian,3.6,4,62,1,0,1,1,West End
R0041141,Berlin,Germany,Open Table Cantina · Berlin,mediterranean,4.7,1,19,0,1,0,1,Museum District
R0041142,Berlin,Germany,Thyme & Sage · Berlin,vegan,4.0,2,35,1,1,0,1,Business District
R0041143,Berlin,Germany,The Walnut Cantina · Berlin,street_food,3.3,3,51,1,0,1,0,Old Town
R0041144,Berlin,Germany,Market District Willow Cantina · Berlin,fine_dining,4.4,4,44,0,0,1,1,Market District
R0041145,Berlin,Germany,Honest Ember & Sage Trattoria · Berlin,bakery,3.7,1,24,1,1,0,1,East Side
R0041146,Berlin,Germany,Flour House by Honest · Berlin,cafe,4.8,2,40,1,1,0,1,Station Quarter
R0041147,Berlin,Germany,Honest Kettle Trattoria · Berlin,seafood,4.1,3,56,0,0,1,1,Harbour
R0041148,Berlin,Germany,Lantern & Sage · Berlin,middle_eastern,3.4,4,49,1,0,1,0,Riverside
R0041149,Berlin,Germany,The Mill Trattoria · Berlin,indian,4.5,1,29,1,1,0,1,Parkside
R0041150,Berlin,Germany,Centre Mosaic Trattoria · Berlin,local,3.8,2,45,0,1,0,1,Centre
R0041151,Berlin,Germany,Honest Nook & Sage Trattoria · Berlin,italian,4.9,3,38,1,0,1,1,University District
R0041152,Berlin,Germany,Oak House by Honest · Berlin,asian,4.2,4,54,1,0,1,1,West End
R0041153,Berlin,Germany,Honest Pear Trattoria · Berlin,mediterranean,3.5,1,34,0,1,0,0,Museum District
R0041154,Berlin,Germany,Poppy & Sage · Berlin,vegan,4.6,2,27,1,1,0,1,Business District
R0041155,Berlin,Germany,The Quince Trattoria · Berlin,street_food,3.9,3,43,1,0,1,1,Old Town
R0041156,Berlin,Germany,Market District Stone Trattoria · Berlin,fine_dining,3.2,4,59,0,0,1,1,Market District
R0041157,Berlin,Germany,Slow Vine & Sage Trattoria · Berlin,bakery,4.3,1,39,1,1,0,1,East Side
R0041158,Berlin,Germany,Yard House by Slow · Berlin,cafe,3.6,2,32,1,1,0,0,Station Quarter
R0041159,Berlin,Germany,Slow Fennel Trattoria · Berlin,seafood,4.7,3,48,0,0,1,1,Harbour
R0041160,Berlin,Germany,Clove & Sage · Berlin,middle_eastern,4.0,4,64,1,0,1,1,Riverside
R0041161,Berlin,Germany,The Cinnamon Trattoria · Berlin,indian,3.3,1,21,1,1,0,1,Parkside
R0041162,Berlin,Germany,Centre Barley Grill · Berlin,local,4.4,2,37,0,1,0,1,Centre
R0041163,Berlin,Germany,Slow Honey & Sage Grill · Berlin,italian,3.7,3,53,1,0,1,0,University District
R0041164,Berlin,Germany,Maple House by Slow · Berlin,asian,4.8,4,46,1,0,1,1,West End
R0041165,Berlin,Germany,Slow Sage Grill · Berlin,mediterranean,4.1,1,26,0,1,0,1,Museum District
R0041166,Berlin,Germany,Apron & Apron · Berlin,vegan,3.4,2,42,1,1,0,1,Business District
R0041167,Berlin,Germany,The Basil Grill · Berlin,street_food,4.5,3,35,1,0,1,1,Old Town
R0041168,Berlin,Germany,Market District Bowl Grill · Berlin,fine_dining,3.8,4,51,0,0,1,0,Market District
R0041169,Berlin,Germany,Bright Brick & Apron Grill · Berlin,bakery,4.9,1,31,1,1,0,1,East Side
R0041170,Berlin,Germany,Canteen House by Bright · Berlin,cafe,4.2,2,47,1,1,0,1,Station Quarter
R0041171,Berlin,Germany,Bright Caraway Grill · Berlin,seafood,3.5,3,40,0,0,1,1,Harbour
R0041172,Berlin,Germany,Cedar & Apron · Berlin,middle_eastern,4.6,4,56,1,0,1,1,Riverside
R0041173,Berlin,Germany,The Copper Grill · Berlin,indian,3.9,1,36,1,1,0,0,Parkside
R0041174,Berlin,Germany,Centre Coriander Grill · Berlin,local,3.2,2,29,0,1,0,1,Centre
R0041175,Berlin,Germany,Bright Fig & Apron Grill · Berlin,italian,4.3,3,45,1,0,1,1,University District
R0041176,Berlin,Germany,Fork House by Bright · Berlin,asian,3.6,4,61,1,0,1,1,West End
R0041177,Berlin,Germany,Bright Garden Grill · Berlin,mediterranean,4.7,1,18,0,1,0,1,Museum District
R0041178,Berlin,Germany,Grain & Apron · Berlin,vegan,4.0,2,34,1,1,0,0,Business District
R0041179,Berlin,Germany,The Hearth Deli · Berlin,street_food,3.3,3,50,1,0,1,1,Old Town
R0041180,Berlin,Germany,Market District Juniper Deli · Berlin,fine_dining,4.4,4,66,0,0,1,1,Market District
R0041181,Berlin,Germany,Bright Ladle & Apron Deli · Berlin,bakery,3.7,1,23,1,1,0,1,East Side
R0041182,Berlin,Germany,Lemon House by Red · Berlin,cafe,4.8,2,39,1,1,0,1,Station Quarter
R0041183,Berlin,Germany,Red Market Deli · Berlin,seafood,4.1,3,55,0,0,1,0,Harbour
R0041184,Berlin,Germany,Mint & Apron · Berlin,middle_eastern,3.4,4,48,1,0,1,1,Riverside
R0041185,Berlin,Germany,The Olive Deli · Berlin,indian,4.5,1,28,1,1,0,1,Parkside
R0041186,Berlin,Germany,Centre Orchard Deli · Berlin,local,3.8,2,44,0,1,0,1,Centre
R0041187,Berlin,Germany,Red Oven & Apron Deli · Berlin,italian,4.9,3,37,1,0,1,1,University District
R0041188,Berlin,Germany,Pantry House by Red · Berlin,asian,4.2,4,53,1,0,1,0,West End
R0041189,Berlin,Germany,Red Pepper Deli · Berlin,mediterranean,3.5,1,33,0,1,0,1,Museum District
R0041190,Berlin,Germany,Plate & Apron · Berlin,vegan,4.6,2,26,1,1,0,1,Business District
R0041191,Berlin,Germany,The Rosemary Deli · Berlin,street_food,3.9,3,42,1,0,1,1,Old Town
R0041192,Berlin,Germany,Market District Saffron Deli · Berlin,fine_dining,3.2,4,58,0,0,1,1,Market District
R0041193,Berlin,Germany,Red Salt & Apron Deli · Berlin,bakery,4.3,1,38,1,1,0,0,East Side
R0041194,Berlin,Germany,Skillet House by Red · Berlin,cafe,3.6,2,31,1,1,0,1,Station Quarter
R0041195,Berlin,Germany,Blue Spoon Deli · Berlin,seafood,4.7,3,47,0,0,1,1,Harbour
R0041196,Berlin,Germany,Table & Apron · Berlin,middle_eastern,4.0,4,63,1,0,1,1,Riverside
R0041197,Berlin,Germany,The Thyme Noodle House · Berlin,indian,3.3,1,20,1,1,0,1,Parkside
R0041198,Berlin,Germany,Centre Walnut Noodle House · Berlin,local,4.4,2,36,0,1,0,0,Centre
R0041199,Berlin,Germany,Blue Willow & Apron Noodle House · Berlin,italian,3.7,3,52,1,0,1,1,University District
R0041200,Berlin,Germany,Ember House by Blue · Berlin,asian,4.8,4,45,1,0,1,1,West End
R0041201,Berlin,Germany,Blue Flour Noodle House · Berlin,mediterranean,4.1,1,25,0,1,0,1,Museum District
R0041202,Berlin,Germany,Kettle & Apron · Berlin,vegan,3.4,2,41,1,1,0,1,Business District
R0041203,Berlin,Germany,The Lantern Noodle House · Berlin,street_food,4.5,3,57,1,0,1,0,Old Town
R0041204,Berlin,Germany,Market District Mill Noodle House · Berlin,fine_dining,3.8,4,50,0,0,1,1,Market District
R0041205,Berlin,Germany,Blue Mosaic & Apron Noodle House · Berlin,bakery,4.9,1,30,1,1,0,1,East Side
R0041206,Berlin,Germany,Nook House by Blue · Berlin,cafe,4.2,2,46,1,1,0,1,Station Quarter
R0041207,Berlin,Germany,Blue Oak Noodle House · Berlin,seafood,3.5,3,39,0,0,1,1,Harbour
R0041208,Berlin,Germany,Pear & Apron · Berlin,middle_eastern,4.6,4,55,1,0,1,0,Riverside
R0041209,Berlin,Germany,The Poppy Noodle House · Berlin,indian,3.9,1,35,1,1,0,1,Parkside
R0041210,Berlin,Germany,Centre Quince Noodle House · Berlin,local,3.2,2,28,0,1,0,1,Centre
R0041211,Berlin,Germany,North Stone & Apron Noodle House · Berlin,italian,4.3,3,44,1,0,1,1,University District
R0041212,Berlin,Germany,Vine House by North · Berlin,asian,3.6,4,60,1,0,1,1,West End
R0041213,Berlin,Germany,North Yard Tavern · Berlin,mediterranean,4.7,1,17,0,1,0,0,Museum District
R0041214,Berlin,Germany,Fennel & Apron · Berlin,vegan,4.0,2,33,1,1,0,1,Business District
R0041215,Berlin,Germany,The Clove Tavern · Berlin,street_food,3.3,3,49,1,0,1,1,Old Town
R0041216,Berlin,Germany,Market District Cinnamon Tavern · Berlin,fine_dining,4.4,4,65,0,0,1,1,Market District
R0041217,Berlin,Germany,North Barley & Apron Tavern · Berlin,bakery,3.7,1,22,1,1,0,1,East Side
R0041218,Berlin,Germany,Honey House by North · Berlin,cafe,4.8,2,38,1,1,0,0,Station Quarter
R0041219,Berlin,Germany,North Maple Tavern · Berlin,seafood,4.1,3,54,0,0,1,1,Harbour
R0041220,Berlin,Germany,Sage & Apron · Berlin,middle_eastern,3.4,4,47,1,0,1,1,Riverside
R0041221,Berlin,Germany,The Apron Tavern · Berlin,indian,4.5,1,27,1,1,0,1,Parkside
R0041222,Berlin,Germany,Centre Basil Tavern · Berlin,local,3.8,2,43,0,1,0,1,Centre
R0041223,Berlin,Germany,South Bowl & Basil Tavern · Berlin,italian,4.9,3,36,1,0,1,0,University District
R0041224,Berlin,Germany,Brick House by South · Berlin,asian,4.2,4,52,1,0,1,1,West End
R0041225,Berlin,Germany,South Canteen Tavern · Berlin,mediterranean,3.5,1,32,0,1,0,1,Museum District
R0041226,Berlin,Germany,Caraway & Basil · Berlin,vegan,4.6,2,48,1,1,0,1,Business District
R0041227,Berlin,Germany,The Cedar Tavern · Berlin,street_food,3.9,3,41,1,0,1,1,Old Town
R0041228,Berlin,Germany,Market District Copper Tavern · Berlin,fine_dining,3.2,4,57,0,0,1,0,Market District
R0041229,Berlin,Germany,South Coriander & Basil Tavern · Berlin,bakery,4.3,1,37,1,1,0,1,East Side
R0041230,Berlin,Germany,Fig House by South · Berlin,cafe,3.6,2,30,1,1,0,1,Station Quarter
R0041231,Berlin,Germany,South Fork Bakery · Berlin,seafood,4.7,3,46,0,0,1,1,Harbour
R0041232,Berlin,Germany,Garden & Basil · Berlin,middle_eastern,4.0,4,62,1,0,1,1,Riverside
R0041233,Berlin,Germany,The Grain Bakery · Berlin,indian,3.3,1,19,1,1,0,0,Parkside
R0041234,Berlin,Germany,Centre Hearth Bakery · Berlin,local,4.4,2,35,0,1,0,1,Centre
R0041235,Berlin,Germany,East Juniper & Basil Bakery · Berlin,italian,3.7,3,51,1,0,1,1,University District
R0041236,Berlin,Germany,Ladle House by East · Berlin,asian,4.8,4,44,1,0,1,1,West End
R0041237,Berlin,Germany,East Lemon Bakery · Berlin,mediterranean,4.1,1,24,0,1,0,1,Museum District
R0041238,Berlin,Germany,Market & Basil · Berlin,vegan,3.4,2,40,1,1,0,0,Business District
R0041239,Berlin,Germany,The Mint Bakery · Berlin,street_food,4.5,3,56,1,0,1,1,Old Town
R0041240,Berlin,Germany,Market District Olive Bakery · Berlin,fine_dining,3.8,4,49,0,0,1,1,Market District
R0041241,Berlin,Germany,East Orchard & Basil Bakery · Berlin,bakery,4.9,1,29,1,1,0,1,East Side
R0041242,Berlin,Germany,Oven House by East · Berlin,cafe,4.2,2,45,1,1,0,1,Station Quarter
R0041243,Berlin,Germany,East Pantry Bakery · Berlin,seafood,3.5,3,38,0,0,1,0,Harbour
R0041244,Berlin,Germany,Pepper & Basil · Berlin,middle_eastern,4.6,4,54,1,0,1,1,Riverside
R0041245,Berlin,Germany,The Plate Bakery · Berlin,indian,3.9,1,34,1,1,0,1,Parkside
R0041246,Berlin,Germany,Centre Rosemary Bakery · Berlin,local,3.2,2,27,0,1,0,1,Centre
R0041247,Berlin,Germany,West Saffron & Basil Supper Club · Berlin,italian,4.3,3,43,1,0,1,1,University District
R0041248,Berlin,Germany,Salt House by West · Berlin,asian,3.6,4,59,1,0,1,0,West End
R0041249,Berlin,Germany,West Skillet Supper Club · Berlin,mediterranean,4.7,1,39,0,1,0,1,Museum District
R0041250,Berlin,Germany,Spoon & Basil · Berlin,vegan,4.0,2,32,1,1,0,1,Business District
R0041251,Berlin,Germany,The Table Supper Club · Berlin,street_food,3.3,3,48,1,0,1,1,Old Town
R0041252,Berlin,Germany,Market District Thyme Supper Club · Berlin,fine_dining,4.4,4,64,0,0,1,1,Market District
R0041253,Berlin,Germany,West Walnut & Basil Supper Club · Berlin,bakery,3.7,1,21,1,1,0,0,East Side
R0041254,Berlin,Germany,Willow House by West · Berlin,cafe,4.8,2,37,1,1,0,1,Station Quarter
R0041255,Berlin,Germany,West Ember Supper Club · Berlin,seafood,4.1,3,53,0,0,1,1,Harbour
R0041256,Berlin,Germany,Flour & Basil · Berlin,middle_eastern,3.4,4,46,1,0,1,1,Riverside
R0041257,Berlin,Germany,The Kettle Supper Club · Berlin,indian,4.5,1,26,1,1,0,1,Parkside
R0041258,Berlin,Germany,Centre Lantern Supper Club · Berlin,local,3.8,2,42,0,1,0,0,Centre
R0041259,Berlin,Germany,West Mill & Basil Supper Club · Berlin,italian,4.9,3,35,1,0,1,1,University District
R0041260,Berlin,Germany,Mosaic House by Tiny · Berlin,asian,4.2,4,51,1,0,1,1,West End
R0041261,Berlin,Germany,Tiny Nook Supper Club · Berlin,mediterranean,3.5,1,31,0,1,0,1,Museum District
R0041262,Berlin,Germany,Oak & Basil · Berlin,vegan,4.6,2,47,1,1,0,1,Business District
R0041263,Berlin,Germany,The Pear Supper Club · Berlin,street_food,3.9,3,40,1,0,1,0,Old Town
R0041264,Berlin,Germany,Market District Poppy Brasserie · Berlin,fine_dining,3.2,4,56,0,0,1,1,Market District
R0041265,Berlin,Germany,Tiny Quince & Basil Brasserie · Berlin,bakery,4.3,1,36,1,1,0,1,East Side
R0041266,Berlin,Germany,Stone House by Tiny · Berlin,cafe,3.6,2,29,1,1,0,1,Station Quarter
R0041267,Berlin,Germany,Tiny Vine Brasserie · Berlin,seafood,4.7,3,45,0,0,1,1,Harbour
R0041268,Berlin,Germany,Yard & Basil · Berlin,middle_eastern,4.0,4,61,1,0,1,0,Riverside
R0041269,Berlin,Germany,The Fennel Brasserie · Berlin,indian,3.3,1,18,1,1,0,1,Parkside
R0041270,Berlin,Germany,Centre Clove Brasserie · Berlin,local,4.4,2,34,0,1,0,1,Centre
R0041271,Berlin,Germany,Tiny Cinnamon & Basil Brasserie · Berlin,italian,3.7,3,50,1,0,1,1,University District
R0041272,Berlin,Germany,Barley House by Tiny · Berlin,asian,4.8,4,66,1,0,1,1,West End
R0041273,Berlin,Germany,Common Honey Brasserie · Berlin,mediterranean,4.1,1,23,0,1,0,0,Museum District
R0041274,Berlin,Germany,Maple & Basil · Berlin,vegan,3.4,2,39,1,1,0,1,Business District
R0041275,Berlin,Germany,The Sage Brasserie · Berlin,street_food,4.5,3,55,1,0,1,1,Old Town
R0041276,Berlin,Germany,Market District Apron Brasserie · Berlin,fine_dining,3.8,4,48,0,0,1,1,Market District
R0041277,Berlin,Germany,Common Basil & Bowl Brasserie · Berlin,bakery,4.9,1,28,1,1,0,1,East Side
R0041278,Berlin,Germany,Bowl House by Common · Berlin,cafe,4.2,2,44,1,1,0,0,Station Quarter
R0041279,Berlin,Germany,Common Brick Brasserie · Berlin,seafood,3.5,3,37,0,0,1,1,Harbour
R0041280,Berlin,Germany,Canteen & Bowl · Berlin,middle_eastern,4.6,4,53,1,0,1,1,Riverside
R0041281,Berlin,Germany,The Caraway Counter · Berlin,indian,3.9,1,33,1,1,0,1,Parkside
R0041282,Berlin,Germany,Centre Cedar Counter · Berlin,local,3.2,2,26,0,1,0,1,Centre
R0041283,Berlin,Germany,Common Copper & Bowl Counter · Berlin,italian,4.3,3,42,1,0,1,0,University District
R0041284,Berlin,Germany,Coriander House by Common · Berlin,asian,3.6,4,58,1,0,1,1,West End
R0041285,Berlin,Germany,Common Fig Counter · Berlin,mediterranean,4.7,1,38,0,1,0,1,Museum District
R0041286,Berlin,Germany,Fork & Bowl · Berlin,vegan,4.0,2,31,1,1,0,1,Business District
R0041287,Berlin,Germany,The Garden Counter · Berlin,street_food,3.3,3,47,1,0,1,1,Old Town
R0041288,Berlin,Germany,Market District Grain Counter · Berlin,fine_dining,4.4,4,63,0,0,1,0,Market District
R0041289,Berlin,Germany,Sunday Hearth & Bowl Counter · Berlin,bakery,3.7,1,20,1,1,0,1,East Side
R0041290,Berlin,Germany,Juniper House by Sunday · Berlin,cafe,4.8,2,36,1,1,0,1,Station Quarter
R0041291,Berlin,Germany,Sunday Ladle Counter · Berlin,seafood,4.1,3,52,0,0,1,1,Harbour
R0041292,Berlin,Germany,Lemon & Bowl · Berlin,middle_eastern,3.4,4,45,1,0,1,1,Riverside
R0041293,Berlin,Germany,The Market Counter · Berlin,indian,4.5,1,25,1,1,0,0,Parkside
R0041294,Berlin,Germany,Centre Mint Counter · Berlin,local,3.8,2,41,0,1,0,1,Centre
R0041295,Berlin,Germany,Sunday Olive & Bowl Counter · Berlin,italian,4.9,3,57,1,0,1,1,University District
R0041296,Berlin,Germany,Orchard House by Sunday · Berlin,asian,4.2,4,50,1,0,1,1,West End
R0041297,Berlin,Germany,Sunday Oven Counter · Berlin,mediterranean,3.5,1,30,0,1,0,1,Museum District
R0041298,Berlin,Germany,Pantry & Bowl · Berlin,vegan,4.6,2,46,1,1,0,0,Business District
R0041299,Berlin,Germany,The Pepper Food Lab · Berlin,street_food,3.9,3,39,1,0,1,1,Old Town
R0041300,Berlin,Germany,Market District Plate Food Lab · Berlin,fine_dining,3.2,4,55,0,0,1,1,Market District
R0041301,Berlin,Germany,Market Rosemary & Bowl Food Lab · Berlin,bakery,4.3,1,35,1,1,0,1,East Side
R0041302,Berlin,Germany,Saffron House by Market · Berlin,cafe,3.6,2,28,1,1,0,1,Station Quarter
R0041303,Berlin,Germany,Market Salt Food Lab · Berlin,seafood,4.7,3,44,0,0,1,0,Harbour
R0041304,Berlin,Germany,Skillet & Bowl · Berlin,middle_eastern,4.0,4,60,1,0,1,1,Riverside
R0041305,Berlin,Germany,The Spoon Food Lab · Berlin,indian,3.3,1,17,1,1,0,1,Parkside
R0041306,Berlin,Germany,Centre Table Food Lab · Berlin,local,4.4,2,33,0,1,0,1,Centre
R0041307,Berlin,Germany,Market Thyme & Bowl Food Lab · Berlin,italian,3.7,3,49,1,0,1,1,University District
R0041308,Berlin,Germany,Walnut House by Market · Berlin,asian,4.8,4,65,1,0,1,0,West End
R0041309,Berlin,Germany,Market Willow Food Lab · Berlin,mediterranean,4.1,1,22,0,1,0,1,Museum District
R0041310,Berlin,Germany,Ember & Bowl · Berlin,vegan,3.4,2,38,1,1,0,1,Business District
R0041311,Berlin,Germany,The Flour Food Lab · Berlin,street_food,4.5,3,54,1,0,1,1,Old Town
R0041312,Berlin,Germany,Market District Kettle Food Lab · Berlin,fine_dining,3.8,4,47,0,0,1,1,Market District
R0041313,Berlin,Germany,Garden Lantern & Bowl Food Lab · Berlin,bakery,4.9,1,27,1,1,0,0,East Side
R0041314,Berlin,Germany,Mill House by Garden · Berlin,cafe,4.2,2,43,1,1,0,1,Station Quarter
R0041315,Berlin,Germany,Garden Mosaic Kitchen · Berlin,seafood,3.5,3,36,0,0,1,1,Harbour
R0041316,Berlin,Germany,Nook & Bowl · Berlin,middle_eastern,4.6,4,52,1,0,1,1,Riverside
R0041317,Berlin,Germany,The Oak Kitchen · Berlin,indian,3.9,1,32,1,1,0,1,Parkside
R0041318,Berlin,Germany,Centre Pear Kitchen · Berlin,local,3.2,2,48,0,1,0,0,Centre
R0041319,Berlin,Germany,Garden Poppy & Bowl Kitchen · Berlin,italian,4.3,3,41,1,0,1,1,University District
R0041320,Berlin,Germany,Quince House by Garden · Berlin,asian,3.6,4,57,1,0,1,1,West End
R0041321,Berlin,Germany,Garden Stone Kitchen · Berlin,mediterranean,4.7,1,37,0,1,0,1,Museum District
R0041322,Berlin,Germany,Vine & Bowl · Berlin,vegan,4.0,2,30,1,1,0,1,Business District
R0041323,Berlin,Germany,The Yard Kitchen · Berlin,street_food,3.3,3,46,1,0,1,0,Old Town
R0041324,Berlin,Germany,Market District Fennel Kitchen · Berlin,fine_dining,4.4,4,62,0,0,1,1,Market District
R0041325,Berlin,Germany,Copper Clove & Bowl Kitchen · Berlin,bakery,3.7,1,19,1,1,0,1,East Side
R0041326,Berlin,Germany,Cinnamon House by Copper · Berlin,cafe,4.8,2,35,1,1,0,1,Station Quarter
R0041327,Berlin,Germany,Copper Barley Kitchen · Berlin,seafood,4.1,3,51,0,0,1,1,Harbour
R0041328,Berlin,Germany,Honey & Bowl · Berlin,middle_eastern,3.4,4,44,1,0,1,0,Riverside
R0041329,Berlin,Germany,The Maple Kitchen · Berlin,indian,4.5,1,24,1,1,0,1,Parkside
R0041330,Berlin,Germany,Centre Sage Kitchen · Berlin,local,3.8,2,40,0,1,0,1,Centre
R0041331,Berlin,Germany,Copper Apron & Brick Kitchen · Berlin,italian,4.9,3,56,1,0,1,1,University District
R0041332,Berlin,Germany,Basil House by Copper · Berlin,asian,4.2,4,49,1,0,1,1,West End
R0041333,Berlin,Germany,Copper Bowl Table · Berlin,mediterranean,3.5,1,29,0,1,0,0,Museum District
R0041334,Berlin,Germany,Brick & Brick · Berlin,vegan,4.6,2,45,1,1,0,1,Business District
R0041335,Berlin,Germany,The Canteen Table · Berlin,street_food,3.9,3,38,1,0,1,1,Old Town
R0041336,Berlin,Germany,Market District Caraway Table · Berlin,fine_dining,3.2,4,54,0,0,1,1,Market District
R0041337,Berlin,Germany,Copper Cedar & Brick Table · Berlin,bakery,4.3,1,34,1,1,0,1,East Side
R0041338,Berlin,Germany,Copper House by Stone · Berlin,cafe,3.6,2,27,1,1,0,0,Station Quarter
R0041339,Berlin,Germany,Stone Coriander Table · Berlin,seafood,4.7,3,43,0,0,1,1,Harbour
R0041340,Berlin,Germany,Fig & Brick · Berlin,middle_eastern,4.0,4,59,1,0,1,1,Riverside
R0041341,Berlin,Germany,The Fork Table · Berlin,indian,3.3,1,39,1,1,0,1,Parkside
R0041342,Berlin,Germany,Centre Garden Table · Berlin,local,4.4,2,32,0,1,0,1,Centre
R0041343,Berlin,Germany,Stone Grain & Brick Table · Berlin,italian,3.7,3,48,1,0,1,0,University District
R0041344,Berlin,Germany,Hearth House by Stone · Berlin,asian,4.8,4,64,1,0,1,1,West End
R0041345,Berlin,Germany,Stone Juniper Table · Berlin,mediterranean,4.1,1,21,0,1,0,1,Museum District
R0041346,Berlin,Germany,Ladle & Brick · Berlin,vegan,3.4,2,37,1,1,0,1,Business District
R0041347,Berlin,Germany,The Lemon Table · Berlin,street_food,4.5,3,53,1,0,1,1,Old Town
R0041348,Berlin,Germany,Market District Market Table · Berlin,fine_dining,3.8,4,46,0,0,1,0,Market District
R0041349,Berlin,Germany,Stone Mint & Brick Bistro · Berlin,bakery,4.9,1,26,1,1,0,1,East Side
R0041350,Berlin,Germany,Olive House by Stone · Berlin,cafe,4.2,2,42,1,1,0,1,Station Quarter
R0041351,Berlin,Germany,Little Orchard Bistro · Berlin,seafood,3.5,3,35,0,0,1,1,Harbour
R0041352,Berlin,Germany,Oven & Brick · Berlin,middle_eastern,4.6,4,51,1,0,1,1,Riverside
R0041353,Berlin,Germany,The Pantry Bistro · Berlin,indian,3.9,1,31,1,1,0,0,Parkside
R0041354,Berlin,Germany,Centre Pepper Bistro · Berlin,local,3.2,2,47,0,1,0,1,Centre
R0041355,Berlin,Germany,Little Plate & Brick Bistro · Berlin,italian,4.3,3,40,1,0,1,1,University District
R0041356,Berlin,Germany,Rosemary House by Little · Berlin,asian,3.6,4,56,1,0,1,1,West End
R0041357,Berlin,Germany,Little Saffron Bistro · Berlin,mediterranean,4.7,1,36,0,1,0,1,Museum District
R0041358,Berlin,Germany,Salt & Brick · Berlin,vegan,4.0,2,29,1,1,0,0,Business District
R0041359,Berlin,Germany,The Skillet Bistro · Berlin,street_food,3.3,3,45,1,0,1,1,Old Town
R0041360,Berlin,Germany,Market District Spoon Bistro · Berlin,fine_dining,4.4,4,61,0,0,1,1,Market District
R0041361,Berlin,Germany,Little Table & Brick Bistro · Berlin,bakery,3.7,1,18,1,1,0,1,East Side
R0041362,Berlin,Germany,Thyme House by Little · Berlin,cafe,4.8,2,34,1,1,0,1,Station Quarter
R0041363,Berlin,Germany,Little Walnut Bistro · Berlin,seafood,4.1,3,50,0,0,1,0,Harbour
R0041364,Berlin,Germany,Willow & Brick · Berlin,middle_eastern,3.4,4,66,1,0,1,1,Riverside
R0041365,Berlin,Germany,The Ember Bistro · Berlin,indian,4.5,1,23,1,1,0,1,Parkside
R0041366,Berlin,Germany,Centre Flour Café · Berlin,local,3.8,2,39,0,1,0,1,Centre
R0041367,Berlin,Germany,Green Kettle & Brick Café · Berlin,italian,4.9,3,55,1,0,1,1,University District
R0041368,Berlin,Germany,Lantern House by Green · Berlin,asian,4.2,4,48,1,0,1,0,West End
R0041369,Berlin,Germany,Green Mill Café · Berlin,mediterranean,3.5,1,28,0,1,0,1,Museum District
R0041370,Berlin,Germany,Mosaic & Brick · Berlin,vegan,4.6,2,44,1,1,0,1,Business District
R0041371,Berlin,Germany,The Nook Café · Berlin,street_food,3.9,3,37,1,0,1,1,Old Town
R0041372,Berlin,Germany,Market District Oak Café · Berlin,fine_dining,3.2,4,53,0,0,1,1,Market District
R0041373,Berlin,Germany,Green Pear & Brick Café · Berlin,bakery,4.3,1,33,1,1,0,0,East Side
R0041374,Berlin,Germany,Poppy House by Green · Berlin,cafe,3.6,2,26,1,1,0,1,Station Quarter
R0041375,Berlin,Germany,Green Quince Café · Berlin,seafood,4.7,3,42,0,0,1,1,Harbour
R0041376,Berlin,Germany,Stone & Brick · Berlin,middle_eastern,4.0,4,58,1,0,1,1,Riverside
R0041377,Berlin,Germany,The Vine Café · Berlin,indian,3.3,1,38,1,1,0,1,Parkside
R0041378,Berlin,Germany,Centre Yard Café · Berlin,local,4.4,2,31,0,1,0,0,Centre
R0041379,Berlin,Germany,Golden Fennel & Brick Café · Berlin,italian,3.7,3,47,1,0,1,1,University District
R0041380,Berlin,Germany,Clove House by Golden · Berlin,asian,4.8,4,63,1,0,1,1,West End
R0041381,Berlin,Germany,Golden Cinnamon Café · Berlin,mediterranean,4.1,1,20,0,1,0,1,Museum District
R0041382,Berlin,Germany,Barley & Brick · Berlin,vegan,3.4,2,36,1,1,0,1,Business District
R0041383,Berlin,Germany,The Honey Eatery · Berlin,street_food,4.5,3,52,1,0,1,0,Old Town
R0041384,Berlin,Germany,Market District Maple Eatery · Berlin,fine_dining,3.8,4,45,0,0,1,1,Market District
R0041385,Berlin,Germany,Golden Sage & Brick Eatery · Berlin,bakery,4.9,1,25,1,1,0,1,East Side
R0041386,Berlin,Germany,Apron House by Golden · Berlin,cafe,4.2,2,41,1,1,0,1,Station Quarter
R0041387,Berlin,Germany,Golden Basil Eatery · Berlin,seafood,3.5,3,57,0,0,1,1,Harbour
R0041388,Berlin,Germany,Bowl & Canteen · Berlin,middle_eastern,4.6,4,50,1,0,1,0,Riverside
R0041389,Berlin,Germany,The Brick Eatery · Berlin,indian,3.9,1,30,1,1,0,1,Parkside
R0041390,Berlin,Germany,Centre Canteen Eatery · Berlin,local,3.2,2,46,0,1,0,1,Centre
R0041391,Berlin,Germany,Local Caraway & Canteen Eatery · Berlin,italian,4.3,3,39,1,0,1,1,University District
R0041392,Berlin,Germany,Cedar House by Local · Berlin,asian,3.6,4,55,1,0,1,1,West End
R0041393,Berlin,Germany,Local Copper Eatery · Berlin,mediterranean,4.7,1,35,0,1,0,0,Museum District
R0041394,Berlin,Germany,Coriander & Canteen · Berlin,vegan,4.0,2,28,1,1,0,1,Business District
R0041395,Berlin,Germany,The Fig Eatery · Berlin,street_food,3.3,3,44,1,0,1,1,Old Town
